040507595,"АО ""Солид Банк""",Владивосток,30101810205070000000
040507705,"АО ""Дальневосточный банк""",Владивосток,30101810900000000000
040507707,"НКО ""РКЦ ДВ"" (АО)",Владивосток,30103810305070000000
040507717,"ООО ""Примтеркомбанк""",Владивосток,30101810600000000000
040507750,"АО ""Роял Кредит Банк""",Владивосток,30101810105070000000
040507795,"ПАО АКБ ""Приморье""",Владивосток,30101810800000000000
040507803,"ПАО СКБ Приморья ""Примсоцбанк""",Владивосток,30101810200000000000
040507840,"АО КБ ""САММИТ БАНК""",Владивосток,30101810905070000000
040507861,"ПРИМОРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Владивосток,30101810200000000000
040507867,"ФИЛИАЛ ББР БАНКА (АО), Г. ВЛАДИВОСТОК",Владивосток,30101810000000000000
040507871,ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО РОСБАНК,Владивосток,30101810300000000000
040507879,ФИЛИАЛ МОРСКОГО БАНКА (АО) В Г. ВЛАДИВОСТОК,Владивосток,30101810905070000000
040507883,"ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ АО ""БАНК ИНТЕЗА""",Владивосток,30101810205070000000
040507886,"Ф-Л БАНКА ГПБ (АО) ""ДАЛЬНЕВОСТОЧНЫЙ""",Владивосток,30101810105070000000
040507900,"ПРИМОРСКИЙ ФИЛИАЛ АКБ ""БЭНК ОФ ЧАЙНА"" (АО)",Владивосток,30101810405070000000
040702615,СТАВРОПОЛЬСКОЕ ОТДЕЛЕНИЕ N5230 ПАО СБЕРБАНК,Ставрополь,30101810907020000000
040702701,"СТАВРОПОЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Ставрополь,30101810200000000000
040702703,"ФИЛИАЛ СКРУ АО ""МИНБАНК""",Ставрополь,30101810800000000000
040702734,"ФИЛИАЛ №4 ПАО КБ ""ЦЕНТР-ИНВЕСТ""",Ставрополь,30101810400000000000
040702748,"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""",Ставрополь,30101810007020000000
040702750,СТАВРОПОЛЬСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА,Ставрополь,30101810400000000000
040702752,"ФИЛИАЛ ""СТАВРОПОЛЬСКИЙ"" АО ""АЛЬФА-БАНК""",Ставрополь,30101810000000000000
040702754,"Ф-Л БАНКА ГПБ (АО) ""СЕВЕРО-КАВКАЗСКИЙ""",Ставрополь,30101810600000000000
040702760,ПАО СТАВРОПОЛЬПРОМСТРОЙБАНК,Ставрополь,30101810500000000000
040702763,"ФИЛИАЛ ПАО ""БАНК УРАЛСИБ"" В Г. СТАВРОПОЛЬ",Ставрополь,30101810400000000000
040702773,"СТАВРОПОЛЬСКИЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""",Ставрополь,30101810500000000000
040702788,ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. СТАВРОПОЛЕ,Ставрополь,30101810100000000000
040702793,"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г. СТАВРОПОЛЬ",Ставрополь,30101810007020000000
040708744,"КБ ""КОНТИНЕНТАЛЬ""ООО",Иноземцево,30101810900000000000
040715725,"ООО ""РУСБС""",Ессентукская,30101810107150000000
040813608,ДАЛЬНЕВОСТОЧНЫЙ БАНК ПАО СБЕРБАНК,Хабаровск,30101810600000000000
040813700,"КУ Банк ""Уссури"" (АО) - ГК ""АСВ""",Москва,30101810100000000000
040813704,"Ф-Л ДАЛЬНЕВОСТОЧНЫЙ ПАО БАНКА ""ФК ОТКРЫТИЕ""",Хабаровск,30101810908130000000
040813713,ФИЛИАЛ № 2754 БАНКА ВТБ (ПАО),Хабаровск,30101810708130000000
040813727,ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ХАБАРОВСКЕ,Хабаровск,30101810400000000000
040813733,"ХАБАРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Хабаровск,30101810300000000000
040813744,"ДАЛЬНЕВОСТОЧНЫЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""",Хабаровск,30101810700000000000
040813757,"ФИЛИАЛ ""ДАЛЬНЕВОСТОЧНЫЙ"" АО ""ОТП БАНК""",Хабаровск,30101810700000000000
040813770,"ФИЛИАЛ ""ХАБАРОВСКИЙ"" АО ""АЛЬФА-БАНК""",Хабаровск,30101810800000000000
040813864,"ХАБАРОВСКИЙ ФИЛИАЛ АКБ ""БЭНК ОФ ЧАЙНА""(АО)",Хабаровск,30101810800000000000
040813886,"ДАЛЬНЕВОСТОЧНЫЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""",Хабаровск,30101810600000000000
041012050,"Филиал ""Дальневосточный"" АО КБ ""Солидарность""",Благовещенск,30101810610120000000
041012051,"Филиал ООО КБ ""РостФинанс"" в Благовещенске",Благовещенск,30101810045371000000
041012718,"ПАО КБ ""ВОСТОЧНЫЙ""",Благовещенск,30101810700000000000
041012731,"АМУРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Благовещенск,30101810800000000000
041012764,"АМУРСКИЙ ФИЛИАЛ ООО ""КРОНА-БАНК""",Благовещенск,30101810000000000000
041012765,"""Азиатско-Тихоокеанский Банк"" (АО)",Благовещенск,30101810300000000000
041117309,"КУ ЗАО ""СЕВЕРНАЯ КЛИРИНГОВАЯ ПАЛАТА""",Москва,30103810400000000000
041117601,АРХАНГЕЛЬСКОЕ ОТДЕЛЕНИЕ N 8637 ПАО СБЕРБАНК,Архангельск,30101810100000000000
041117772,"АРХАНГЕЛЬСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Архангельск,30101810000000000000
041203602,АСТРАХАНСКОЕ ОТДЕЛЕНИЕ N8625 ПАО СБЕРБАНК,Астрахань,30101810500000000000
041203711,"Ликвидатор АО Банк ""ККБ"" - ГК ""АСВ""",Москва,30101810200000000000
041203712,"ФИЛИАЛ В Г.АСТРАХАНИ АО ""МБ БАНК""",Астрахань,30101810500000000000
041203715,АО ЕАТПБАНК,Астрахань,30101810400000000000
041203726,"КУ ПАО АГРОИНКОМБАНК-ГК ""АСВ""",Москва,30101810800000000000
041403633,БЕЛГОРОДСКОЕ ОТДЕЛЕНИЕ N8592 ПАО СБЕРБАНК,Белгород,30101810100000000000
041403701,"АО УКБ ""БЕЛГОРОДСОЦБАНК""",Белгород,30101810100000000000
041403740,"БЕЛГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Белгород,30101810200000000000
041403838,"БЕЛГОРОДСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""",Белгород,30101810014030000000
041501601,БРЯНСКОЕ ОТДЕЛЕНИЕ N8605 ПАО СБЕРБАНК,Брянск,30101810400000000000
041501747,"БРЯНСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Брянск,30101810500000000000
041708602,ВЛАДИМИРСКОЕ ОТДЕЛЕНИЕ №8611 ПАО СБЕРБАНК,Владимир,30101810000000000000
041708706,"АО ""ВЛАДБИЗНЕСБАНК""",Владимир,30101810100000000000
041708708,"КУ ООО ""ВЛАДПРОМБАНК"" - ГК ""АСВ""",Москва,30101810700000000000
041708772,"ВЛАДИМИРСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Владимир,30101810600000000000
041806647,ВОЛГОГРАДСКОЕ ОТДЕЛЕНИЕ №8621 ПАО СБЕРБАНК,Волгоград,30101810100000000000
041806701,ВОЛГОГРАДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА,Волгоград,30101810800000000000
041806715,"ЮЖНЫЙ Ф-Л ПАО ""ПРОМСВЯЗЬБАНК""",Волгоград,30101810100000000000
041806745,"Урюпинский филиал ПАО КБ ""Сельмашбанк""",Урюпинск,30101810518060000000
041806831,АО НОКССБАНК,Волгоград,30101810000000000000
041806863,"ВОЛГОГРАДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Волгоград,30101810900000000000
041806870,"ФИЛИАЛ № 9 ПАО КБ ""ЦЕНТР-ИНВЕСТ""",Волгоград,30101810100000000000
041806898,"ВОЛГОГРАДСКИЙ ФИЛИАЛ АО КБ ""СИТИБАНК""",Волгоград,30101810700000000000
041909644,ВОЛОГОДСКОЕ ОТДЕЛЕНИЕ N8638 ПАО СБЕРБАНК,Вологда,30101810900000000000
041909707,"""СЕВЕРСТРОЙБАНК"" АО",Вологда,30101810300000000000
041909717,"КУ АО ""ВОЛОГДАБАНК"" - ГК ""АСВ""",Москва,30101810400000000000
041909760,"АО ""БАНК ""ВОЛОГЖАНИН""",Вологда,30101810800000000000
041909769,"КУ АО КБ ""СЕВЕРНЫЙ КРЕДИТ"" - ГК ""АСВ""",Москва,30101810500000000000
041909772,"КУ АО ""ПРОМЭНЕРГОБАНК"" - ГК ""АСВ""",Москва,30101810500000000000
041909786,"АО ""БАНК СГБ""",Вологда,30101810800000000000
041946748,"КУ АО КОМСОЦБАНК ""БУМЕРАНГ""-ГК ""АСВ""",Москва,30101810500000000000
042007677,"ВОРОНЕЖСКИЙ ФИЛИАЛ АБ ""РОССИЯ""",Воронеж,30101810300000000000
042007681,ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНЫЙ БАНК ПАО СБЕРБАНК,Воронеж,30101810600000000000
042007707,"КУ АО ""БАНК ВОРОНЕЖ"" - ГК ""АСВ""",Москва,30101810500000000000
042007709,ВОРОНЕЖСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА,Воронеж,30101810100000000000
042007778,"ФИЛИАЛ ""СДМ-БАНК"" (ПАО) В Г.ВОРОНЕЖЕ",Воронеж,30101810500000000000
042007800,"Ф-Л БАНКА ГПБ (АО) ""ЦЕНТРАЛЬНО-ЧЕРНОЗЕМНЫЙ""",Воронеж,30101810220070000000
042007811,"ВОРОНЕЖСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Воронеж,30101810700000000000
042007835,ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. ВОРОНЕЖЕ,Воронеж,30101810100000000000
042007855,ФИЛИАЛ № 3652 БАНКА ВТБ (ПАО),Воронеж,30101810545250000000
042157106,"Донецкий ф-л ПАО ""Промсвязьбанк""",Донецк,30101810745372200000
042157115,"ООО ""ПСБ Донецк""",Донецк,30111810645372200000
042202603,ВОЛГО-ВЯТСКИЙ БАНК ПАО СБЕРБАНК,Нижний Новгород,30101810900000000000
042202705,"ПАО ""НБД-Банк""",Нижний Новгород,30101810400000000000
042202714,"ПРИВОЛЖСКИЙ ФИЛИАЛ ПАО КБ ""ВОСТОЧНЫЙ""",Нижний Новгород,30101810222020000000
042202717,"ФИЛИАЛ №10 ПАО КБ ""ЦЕНТР-ИНВЕСТ""",Нижний Новгород,30101810122020000000
042202718,"АО ""САРОВБИЗНЕСБАНК""",Саров,30101810422020000000
042202720,"КУ АО ""ФОРУС БАНК"" - ГК ""АСВ""",Москва,30101810100000000000
042202727,"ПАО КОМБАНК ""ХИМИК""",Дзержинск,30101810222020000000
042202731,"АО КОМБАНК ""АРЗАМАС""",Арзамас,30101810522020000000
042202733,"ГК ""АСВ"" - КУ БАНК ""БОГОРОДСКИЙ"" (ООО)",Москва,30101810122020000000
042202745,"Филиал ""СДМ-Банк"" (ПАО) в г. Нижний Новгород",Нижний Новгород,30101810800000000000
042202747,ПРИВОЛЖСКИЙ ФИЛИАЛ ПАО РОСБАНК,Нижний Новгород,30101810400000000000
042202764,"Ф-л Банка ГПБ (АО) ""Приволжский""",Нижний Новгород,30101810700000000000
042202773,"КУ ПАО НКБ ""РАДИОТЕХБАНК"" - ГК ""АСВ""",Москва,30101810522020000000
042202799,НИЖЕГОРОДСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА,Нижний Новгород,30101810500000000000
042202803,"Приволжский ф-л ПАО ""Промсвязьбанк""",Нижний Новгород,30101810700000000000
042202806,Филиал № 6 АО МОСОБЛБАНК,Нижний Новгород,30101810600000000000
042202807,НИЖЕГОРОДСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО),Нижний Новгород,30101810922020000000
042202812,"ВЫКСУНСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""",Выкса,30101810522020000000
042202824,"ФИЛИАЛ ""НИЖЕГОРОДСКИЙ"" АО ""АЛЬФА-БАНК""",Нижний Новгород,30101810200000000000
042202837,Филиал Банка ВТБ (ПАО) в г. Нижнем Новгороде,Нижний Новгород,30101810200000000000
042202841,"ПРИВОЛЖСКИЙ ФИЛИАЛ АО ""БАНК ИНТЕЗА""",Нижний Новгород,30101810500000000000
042202846,"НИЖЕГОРОДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Нижний Новгород,30101810000000000000
042202847,"Поволжский филиал АО ""Райффайзенбанк""",Нижний Новгород,30101810300000000000
042202863,"ФИЛИАЛ АО АКБ ""НОВИКОМБАНК"" В Г.Н.НОВГОРОДЕ",Нижний Новгород,30101810300000000000
042202873,"ПРИВОЛЖСКИЙ ФИЛИАЛ АО КБ ""СИТИБАНК""",Нижний Новгород,30101810400000000000
042202876,"НИЖЕГОРОДСКИЙ ФИЛИАЛ АБ ""РОССИЯ""",Нижний Новгород,30101810300000000000
042202886,"НИЖЕГОРОДСКИЙ Ф-Л ПАО АКБ ""МЕТАЛЛИНВЕСТБАНК""",Нижний Новгород,30101810400000000000
042202891,"ФИЛИАЛ АКБ ""СЛАВИЯ"" (АО) В Г. НИЖНИЙ НОВГОРОД",Нижний Новгород,30101810000000000000
042282751,"КУ АО КБ ""Ассоциация"" - ГК ""АСВ""",Москва,30101810100000000000
042282881,"Ф-л Приволжский ПАО Банк ""ФК Открытие""",Нижний Новгород,30101810300000000000
042406608,ИВАНОВСКОЕ ОТДЕЛЕНИЕ N 8639 ПАО СБЕРБАНК,Иваново,30101810000000000000
042406701,"АО КИБ ""ЕВРОАЛЬЯНС""",Иваново,30101810800000000000
042406705,"КУ АО КБ ""ИВАНОВО"" - ГК ""АСВ""",Москва,30101810000000000000
042406707,"КУ АКБ ""АКЦИЯ"" ОАО - ГК ""АСВ""",Москва,30101810600000000000
042406718,АО БАНК НБС,Иваново,30101810000000000000
042406738,"КУ АО ""Кранбанк"" - ГК ""АСВ""",Москва,30101810200000000000
042406780,"ИВАНОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Иваново,30101810300000000000
042406807,"РНКО ""ИНЭКО"" (ООО)",Иваново,30103810124060000000
042520607,БАЙКАЛЬСКИЙ БАНК ПАО СБЕРБАНК,Иркутск,30101810900000000000
042520700,"ИРКУТСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Иркутск,30101810700000000000
042520728,ИРКУТСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО),Иркутск,30101810300000000000
042520764,"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ""ВЛБАНК"" (АО)-ГК ""АСВ""",Москва,30101810450040000000
042520767,"АНГАРСКИЙ ФИЛИАЛ АО ""ИТ БАНК""",Ангарск,30101810350040000000
042520777,"ФИЛИАЛ ""ИРКУТСКИЙ"" АО КБ ""СОЛИДАРНОСТЬ""",Иркутск,30101810750042500000
042520780,"Филиал ""Сибирский"" АО ""РЕАЛИСТ БАНК""",Иркутск,30101810750042500000
042520811,"Конкурсный управляющий АО ""ГринКомБанк"" - ГК ""АСВ""",Москва,30101810950040000000
042520840,"ООО ""КРОНА-БАНК""",Иркутск,30101810000000000000
042520842,"""Братский АНКБ"" АО",Братск,30101810850042500000
042520849,"КУ АО ""ВостСибтранскомбанк"" - ГК ""АСВ""",Москва,30101810700000000000
042520872,"КБ ""Байкалкредобанк"" (АО)",Иркутск,30101810900000000000
042618783,"ИНГУШСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Назрань,30101810300000000000
042748634,КАЛИНИНГРАДСКОЕ ОТДЕЛЕНИЕ N8626 ПАО СБЕРБАНК,Калининград,30101810100000000000
042748701,"КБ ""ЭНЕРГОТРАНСБАНК"" (АО)",Калининград,30101810800000000000
042748801,"ФКБ ""МОСКОММЕРЦБАНК"" (АО) Г.КАЛИНИНГРАД",Калининград,30101810700000000000
042748866,Ф-Л БАНКА ГПБ (АО) В Г. КАЛИНИНГРАДЕ,Калининград,30101810800000000000
042748877,"Ф-Л ""ЕВРОПЕЙСКИЙ"" ПАО ""БАНК ""САНКТ-ПЕТЕРБУРГ""",Калининград,30101810927480000000
042748878,"КАЛИНИНГРАДСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Калининград,30101810500000000000
042809679,ТВЕРСКОЕ ОТДЕЛЕНИЕ N8607 ПАО СБЕРБАНК,Тверь,30101810700000000000
042809795,"ТВЕРСКОЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Тверь,30101810600000000000
042809903,"филиал ""ОРБИТА"" АО ""Банк ""Торжок""",Тверь,30101810900000000000
042809953,"АО ""Банк ""Торжок""",Торжок,30101810928090000000
042809992,"ООО КБ ""ГЕФЕСТ""",Кимры,30101810028090000000
042908612,КАЛУЖСКОЕ ОТДЕЛЕНИЕ N8608 ПАО СБЕРБАНК,Калуга,30101810100000000000
042908701,"АО ""ГАЗЭНЕРГОБАНК""",Калуга,30101810600000000000
042908748,"ООО КБ ""КАЛУГА""",Калуга,30101810100000000000
042908762,"ООО банк ""Элита""",Калуга,30101810500000000000
042908770,"ФИЛИАЛ АКБ ""ФОРА-БАНК"" (АО) В Г.КАЛУГА",Калуга,30101810000000000000
042908780,"КАЛУЖСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Калуга,30101810100000000000
043002717,"""Муниципальный Камчатпрофитбанк"" (АО)",Петропавловск-Камчатский,30101810100000000000
043002801,"Камчатский РФ АО ""Россельхозбанк""",Петропавловск-Камчатский,30101810100000000000
043207612,КЕМЕРОВСКОЕ ОТДЕЛЕНИЕ N8615 ПАО СБЕРБАНК,Кемерово,30101810200000000000
043207707,"КУЗБАССКИЙ ФИЛИАЛ АО ""УГЛЕМЕТБАНК""",Кемерово,30101810500000000000
043207720,"КУ АО ""Кемсоцинбанк"" - ГК ""АСВ""",Москва,30101810600000000000
043207748,Ф-Л БАНКА ГПБ (АО) В Г.КЕМЕРОВО,Кемерово,30101810200000000000
043207757,Филиал №11 АО МОСОБЛБАНК,Кемерово,30101810000000000000
043207776,"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ООО ""БАНК РБ""-ГК ""АСВ""",Кемерово,30101810900000000000
043207777,"ООО НКО ""Тайдон""",Кемерово,30124810445373200000
043207782,"КЕМЕРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Кемерово,30101810800000000000
043207793,"АКБ ""КУЗБАССХИМБАНК"" (ПАО)",Кемерово,30101810200000000000
043209705,"КОНКУРСНЫЙ УПРАВЛЯЮЩИЙ ""АКБ НМБ ОАО""-ГК ""АСВ""",Новокузнецк,30101810700000000000
043209706,"""БСТ-БАНК"" АО",Новокузнецк,30101810000000000000
043209740,"АО ""КУЗНЕЦКБИЗНЕСБАНК""",Новокузнецк,30101810600000000000
043209770,"ООО ""НОВОКИБ""",Новокузнецк,30101810900000000000
043304609,КИРОВСКОЕ ОТДЕЛЕНИЕ N8612 ПАО СБЕРБАНК,Киров,30101810500000000000
043304705,ФИЛИАЛ БАНКА ВТБ (ПАО) В Г. КИРОВЕ,Киров,30101810200000000000
043304711,"АО КБ ""ХЛЫНОВ""",Киров,30101810100000000000
043304757,"АО ""ПЕРВЫЙ ДОРТРАНСБАНК""",Киров,30101810300000000000
043304787,"КИРОВСКИЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Киров,30101810600000000000
043469623,КОСТРОМСКОЕ ОТДЕЛЕНИЕ N 8640 ПАО СБЕРБАНК,Кострома,30101810200000000000
043469710,"КУ ООО КБ ""КОНФИДЭНС БАНК"" - ГК ""АСВ""",Москва,30101810100000000000
043469714,"КУ ООО КБ ""АКСОНБАНК"" - ГК ""АСВ""",Москва,30101810300000000000
043469720,"ООО ""КОСТРОМАСЕЛЬКОМБАНК""",Кострома,30101810200000000000
043469731,"КОСТРОМСКОЙ РФ АО ""РОССЕЛЬХОЗБАНК""",Кострома,30101810600000000000
043469743,"ПАО ""СОВКОМБАНК""",Кострома,30101810300000000000
043469751,"АО КБ ""МОДУЛЬБАНК""",Кострома,30101810800000000000
043510101,"АО ""БАНК ЧБРР""",Симферополь,30101810035100000000
043510107,"СИМФЕРОПОЛЬСКИЙ ФИЛИАЛ АБ ""РОССИЯ""",Симферополь,30101810835100000000
043510123,"АО ""ГЕНБАНК""",Симферополь,30101810835100000000
043510135,"Крымский ф-л ПАО ""Промсвязьбанк""",Симферополь,30101810645373500000
043510607,РНКБ БАНК (ПАО),Симферополь,30101810335100000000
043601592,"НКО ""ПЛАТЕЖИ И РАСЧЕТЫ"" (АО)",Самара,30103810300000000000
043601607,ПОВОЛЖСКИЙ БАНК ПАО СБЕРБАНК,Самара,30101810200000000000
043601701,"СМФ АО ""СМП БАНК""",Самара,30101810300000000000
043601706,"АО КБ ""СОЛИДАРНОСТЬ""",Самара,30101810800000000000
043601707,"ФИЛИАЛ ""САМАРСКИЙ"" АО ""ОТП БАНК""",Самара,30101810722023600000
043601709,"ГК ""АСВ"" - КУ ОАО ""ВОЛГО-КАМСКИЙ БАНК""",Москва,30101810700000000000
043601742,"АО ""КОШЕЛЕВ-БАНК""",Самара,30101810236010000000
043601777,САМАРСКИЙ ФИЛИАЛ АО ЮНИКРЕДИТ БАНКА,Самара,30101810800000000000
043601806,"Ликвидатор КБ ""СПУТНИК"" (ПАО) - ГК ""АСВ""",Москва,30101810322023600000
043601811,"ООО ""ЗЕМСКИЙ БАНК""",Сызрань,30101810922023600000
043601842,"АО КБ ""НИБ""",Самара,30101810522023600000
043601845,САМАРСКИЙ ФИЛИАЛ БАНКА СОЮЗ (АО),Самара,30101810422023600000
043601863,"ГК ""АСВ"" - КУ АО АКБ ""ГАЗБАНК""",Москва,30101810400000000000
043601869,"ГК ""АСВ"" - КУ ООО ""ВСБ""",Москва,30101810200000000000
